institucion	carrera	area	tipo_institucion_nivel_1	duracion_real	ingreso_agno4	arancel
Universidad UCINF	Traducción e Interpretariado Inglés-Epañol	Humanidades	Universidades Privadas	8.8	s/i	1779116
Universidad de Aconcagua	Educación Parvularia	Educación	Universidades Privadas	12.1	s/i	1332300
Universidad de Aconcagua	Pedagogía en Educación Básica	Educación	Universidades Privadas	12.7	De $400 mil a $600 mil	1368600
Universidad de Aconcagua	Técnico Nivel Superior en Enfermería	Salud	Universidades Privadas	8.2	s/i	997400
Universidad de Aconcagua	Técnico Nivel Superior en Prevención de Riesgos y Medio Ambiente	Tecnología	Universidades Privadas	9.0	De $600 mil a $800 mil	1034637
Universidad de Antofagasta	Administración de Empresas mención RR.HH.	Administración y Comercio	Universidades CRUCH	14.0	s/i	2335000
Universidad de Antofagasta	Derecho	Derecho	Universidades CRUCH	21.9	s/i	2899000
Universidad de Antofagasta	Diseño Gráfico Publicitario	Arte y Arquitectura	Universidades CRUCH	14.0	s/i	2538000
Universidad de Antofagasta	Educación Parvularia	Educación	Universidades CRUCH	11.5	De $400 mil a $600 mil	1962000
Universidad de Antofagasta	Enfermería	Salud	Universidades CRUCH	13.1	De $1 millón a $1 millón 200 mil	2721000
Universidad de Antofagasta	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	19.8	De $1 millón 600 mil a $1 millón 800 mil	2670978
Universidad de Antofagasta	Kinesiología	Salud	Universidades CRUCH	12.9	De $800 mil a $1 millón	2695000
Universidad de Antofagasta	Medicina	Salud	Universidades CRUCH	16.8	Sobre $2 millones	4258000
Universidad de Antofagasta	Obstetricia y Puericultura	Salud	Universidades CRUCH	13.3	De $800 mil a $1 millón	2687000
Universidad de Antofagasta	Odontología	Salud	Universidades CRUCH	16.5	De $1 millón 600 mil a $1 millón 800 mil	4150000
Universidad de Antofagasta	Pedagogía en Biología y Ciencias Naturales	Educación	Universidades CRUCH	14.4	s/i	2028000
Universidad de Antofagasta	Pedagogía en Educación Física	Educación	Universidades CRUCH	10.3	s/i	2028000
Universidad de Antofagasta	Pedagogía en Educación General Básica	Educación	Universidades CRUCH	9.8	De $400 mil a $600 mil	2009000
Universidad de Antofagasta	Pedagogía en Lenguaje y Comunicación	Educación	Universidades CRUCH	s/i	s/i	2028000
Universidad de Antofagasta	Tecnología Médica	Salud	Universidades CRUCH	14.1	De $600 mil a $800 mil	2827000
Universidad de Antofagasta	Trabajo Social	Ciencias Sociales	Universidades CRUCH	11.8	De $600 mil a $800 mil	1929405
Universidad de Antofagasta	Técnico en Explotación Minera y Técnico en Metalurgia	Tecnología	Universidades CRUCH	7.0	s/i	1280000
Universidad de Arte y Ciencias Sociales ARCIS	Arte y Cultura Visual	Arte y Arquitectura	Universidades Privadas	12.3	s/i	2997791
Universidad de Arte y Ciencias Sociales ARCIS	Cine	Arte y Arquitectura	Universidades Privadas	s/i	s/i	3445000
Universidad de Arte y Ciencias Sociales ARCIS	Derecho	Derecho	Universidades Privadas	s/i	s/i	2238417
Universidad de Arte y Ciencias Sociales ARCIS	Educación General Básica	Educación	Universidades Privadas	13.3	De $400 mil a $600 mil	1716833
Universidad de Arte y Ciencias Sociales ARCIS	Educación Parvularia	Educación	Universidades Privadas	9.8	s/i	1712000
Universidad de Arte y Ciencias Sociales ARCIS	Licenciatura y Pedagogía en Historia y Ciencias Sociales	Educación	Universidades Privadas	13.9	s/i	1827000
Universidad de Arte y Ciencias Sociales ARCIS	Psicología	Ciencias Sociales	Universidades Privadas	15.6	De $600 mil a $800 mil	2225087
Universidad de Arte y Ciencias Sociales ARCIS	Sociología	Ciencias Sociales	Universidades Privadas	18.1	s/i	2153656
Universidad de Arte y Ciencias Sociales ARCIS	Teatro	Arte y Arquitectura	Universidades Privadas	8.2	s/i	3341000
Universidad de Arte y Ciencias Sociales ARCIS	Trabajo Social	Ciencias Sociales	Universidades Privadas	16.2	De $600 mil a $800 mil	1817000
Universidad de Artes, Ciencias y Comunicación UNIACC	Arquitectura	Arte y Arquitectura	Universidades Privadas	s/i	De $800 mil a $1 millón	2849595
Universidad de Artes, Ciencias y Comunicación UNIACC	Diseño Gráfico y Multimedia	Arte y Arquitectura	Universidades Privadas	s/i	s/i	3100000
Universidad de Artes, Ciencias y Comunicación UNIACC	Periodismo	Ciencias Sociales	Universidades Privadas	s/i	De $600 mil a $800 mil	2664202
Universidad de Artes, Ciencias y Comunicación UNIACC	Psicología	Ciencias Sociales	Universidades Privadas	11.2	s/i	2429366
Universidad de Artes, Ciencias y Comunicación UNIACC	Publicidad	Ciencias Sociales	Universidades Privadas	s/i	De $600 mil a $800 mil	3600000
Universidad de Artes, Ciencias y Comunicación UNIACC	Relaciones Públicas Corporativas	Ciencias Sociales	Universidades Privadas	s/i	s/i	2800000
Universidad de Artes, Ciencias y Comunicación UNIACC	Teatro y Comunicación Escénica	Arte y Arquitectura	Universidades Privadas	s/i	De $400 mil a $600 mil	2800000
Universidad de Atacama	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	18.4	De $1 millón 200 mil a $1 millón 400 mil	2300876
Universidad de Atacama	Ingeniería Civil Metalúrgica	Tecnología	Universidades CRUCH	19.3	s/i	2305000
Universidad de Atacama	Ingeniería Civil en Minas	Tecnología	Universidades CRUCH	17.5	s/i	2305000
Universidad de Atacama	Licenciatura en Educación y Pedagogía en Educación Física	Educación	Universidades CRUCH	12.9	De $400 mil a $600 mil	1922000
Universidad de Atacama	Licenciatura en Educación y Pedagogía en Educación General Básica con Mención	Educación	Universidades CRUCH	10.1	De $400 mil a $600 mil	1922000
Universidad de Atacama	Técnico Universitario en Minas y en Procesamiento de Minerales	Tecnología	Universidades CRUCH	9.8	s/i	1073896
Universidad de Chile	Administración Pública	Ciencias Sociales	Universidades CRUCH	12.6	De $1 millón 200 mil a $1 millón 400 mil	2485300
Universidad de Chile	Antropología mención Antropología Social, Antropología Físicas o en Arqueología	Ciencias Sociales	Universidades CRUCH	18.8	s/i	2474800
Universidad de Chile	Arquitectura	Arte y Arquitectura	Universidades CRUCH	16.5	De $800 mil a $1 millón	2946300
Universidad de Chile	Biología con mención en Medio Ambiente	Ciencias Básicas	Universidades CRUCH	11.3	s/i	2672607
Universidad de Chile	Bioquímica	Ciencias Básicas	Universidades CRUCH	15.9	s/i	2998800
Universidad de Chile	Derecho	Derecho	Universidades CRUCH	18.6	De $1 millón 800 mil a $2 millones	3375700
Universidad de Chile	Diseño, Menciónes Diseño Gráfico y Diseño Industrial	Arte y Arquitectura	Universidades CRUCH	14.5	De $600 mil a $800 mil	2946300
Universidad de Chile	Enfermería	Salud	Universidades CRUCH	12.8	De $1 millón a $1 millón 200 mil	2931600
Universidad de Chile	Fonoaudiología	Salud	Universidades CRUCH	11.7	De $800 mil a $1 millón	3024000
Universidad de Chile	Geografía	Ciencias Sociales	Universidades CRUCH	15.7	De $800 mil a $1 millón	2453800
Universidad de Chile	Geología	Ciencias Básicas	Universidades CRUCH	s/i	Sobre $2 millones	4122300
Universidad de Chile	Ingeniería Agronómica	Agropecuaria	Universidades CRUCH	17.8	De $800 mil a $1 millón	3236100
Universidad de Chile	Ingeniería Civil Electricista	Tecnología	Universidades CRUCH	13.6	De $1 millón 600 mil a $1 millón 800 mil	4122300
Universidad de Chile	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	15.7	De $1 millón 800 mil a $2 millones	4122300
Universidad de Chile	Ingeniería Civil Mecánica	Tecnología	Universidades CRUCH	s/i	De $1 millón 800 mil a $2 millones	4122300
Universidad de Chile	Ingeniería Civil con mención	Tecnología	Universidades CRUCH	12.6	De $1 millón 600 mil a $1 millón 800 mil	4122300
Universidad de Chile	Ingeniería Civil en Computación	Tecnología	Universidades CRUCH	16.7	De $1 millón 400 mil a $1 millón 600 mil	4122300
Universidad de Chile	Ingeniería Civil en Minas	Tecnología	Universidades CRUCH	15.1	Sobre $2 millones	4122300
Universidad de Chile	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	12.8	De $1 millón 600 mil a $1 millón 800 mil	3950100
Universidad de Chile	Ingeniería Forestal	Agropecuaria	Universidades CRUCH	20.4	De $800 mil a $1 millón	3236100
Universidad de Chile	Ingeniería en Alimentos	Tecnología	Universidades CRUCH	16.3	De $800 mil a $1 millón	2998800
Universidad de Chile	Ingeniería en Biotecnología Molecular	Tecnología	Universidades CRUCH	15.9	s/i	2755200
Universidad de Chile	Ingeniería en Información y Control de Gestión y/o Contador Auditor	Administración y Comercio	Universidades CRUCH	14.3	De $1 millón 200 mil a $1 millón 400 mil	3476500
Universidad de Chile	Ingeniería en Recursos Naturales Renovables	Tecnología	Universidades CRUCH	17.5	De $800 mil a $1 millón	3236100
Universidad de Chile	Kinesiología	Salud	Universidades CRUCH	12.7	De $1 millón a $1 millón 200 mil	3013500
Universidad de Chile	Licenciatura en Artes con mención Artes Plásticas	Arte y Arquitectura	Universidades CRUCH	14.8	De $400 mil a $600 mil	2093700
Universidad de Chile	Licenciatura en Ciencias mención Química	Ciencias Básicas	Universidades CRUCH	13.7	De $600 mil a $800 mil	2815982
Universidad de Chile	Licenciatura en Filosofía	Humanidades	Universidades CRUCH	10.9	De $400 mil a $600 mil	2096800
Universidad de Chile	Licenciatura en Historia	Humanidades	Universidades CRUCH	11.2	De $400 mil a $600 mil	2096800
Universidad de Chile	Licenciatura en Lengua y Literatura	Humanidades	Universidades CRUCH	10.1	De $400 mil a $600 mil	2096800
Universidad de Chile	Medicina	Salud	Universidades CRUCH	15.4	De $1 millón 800 mil a $2 millones	4344900
Universidad de Chile	Medicina Veterinaria	Agropecuaria	Universidades CRUCH	18.5	De $800 mil a $1 millón	3137400
Universidad de Chile	Nutrición y Dietética	Salud	Universidades CRUCH	13.1	De $800 mil a $1 millón	2931600
Universidad de Chile	Obstetricia y Puericultura	Salud	Universidades CRUCH	12.7	De $800 mil a $1 millón	2931600
Universidad de Chile	Odontología	Salud	Universidades CRUCH	14.6	De $1 millón 200 mil a $1 millón 400 mil	4344900
Universidad de Chile	Periodismo	Ciencias Sociales	Universidades CRUCH	16.0	De $800 mil a $1 millón	2570400
Universidad de Chile	Psicología	Ciencias Sociales	Universidades CRUCH	15.8	De $800 mil a $1 millón	2474800
Universidad de Chile	Química Ambiental	Ciencias Básicas	Universidades CRUCH	16.1	s/i	2755200
Universidad de Chile	Química y Farmacia	Salud	Universidades CRUCH	15.8	De $1 millón a $1 millón 200 mil	2998800
Universidad de Chile	Sociología	Ciencias Sociales	Universidades CRUCH	17.5	s/i	2474800
Universidad de Chile	Tecnología Médica con mención	Salud	Universidades CRUCH	12.5	De $1 millón a $1 millón 200 mil	3193000
Universidad de Chile	Terapia Ocupacional	Salud	Universidades CRUCH	12.3	De $600 mil a $800 mil	2931600
Universidad de Concepción	Agronomía	Agropecuaria	Universidades CRUCH	18.9	De $800 mil a $1 millón	2512000
Universidad de Concepción	Arquitectura	Arte y Arquitectura	Universidades CRUCH	19.3	De $800 mil a $1 millón	2583000
Universidad de Concepción	Artes Visuales	Arte y Arquitectura	Universidades CRUCH	13.4	s/i	2107145
Universidad de Concepción	Auditoría	Administración y Comercio	Universidades CRUCH	12.1	De $600 mil a $800 mil	1748000
Universidad de Concepción	Biología	Ciencias Básicas	Universidades CRUCH	13.2	s/i	2114000
Universidad de Concepción	Biología Marina	Agropecuaria	Universidades CRUCH	13.9	De $600 mil a $800 mil	2313000
Universidad de Concepción	Bioquímica	Ciencias Básicas	Universidades CRUCH	15.5	s/i	2580000
Universidad de Concepción	Ciencias Políticas y Administrativas	Ciencias Sociales	Universidades CRUCH	13.0	De $800 mil a $1 millón	1681000
Universidad de Concepción	Derecho	Derecho	Universidades CRUCH	19.2	De $1 millón 600 mil a $1 millón 800 mil	2825000
Universidad de Concepción	Educación Diferencial	Educación	Universidades CRUCH	11.9	De $400 mil a $600 mil	1495000
Universidad de Concepción	Educación General Básica	Educación	Universidades CRUCH	11.6	De $400 mil a $600 mil	1552000
Universidad de Concepción	Educación Parvularia	Educación	Universidades CRUCH	12.7	De $400 mil a $600 mil	1552000
Universidad de Concepción	Enfermería	Salud	Universidades CRUCH	11.2	De $1 millón a $1 millón 200 mil	2210000
Universidad de Concepción	Fonoaudiología	Salud	Universidades CRUCH	11.8	De $1 millón a $1 millón 200 mil	2531000
Universidad de Concepción	Geología	Ciencias Básicas	Universidades CRUCH	22.1	s/i	2583000
Universidad de Concepción	Ingeniería Agroindustrial	Tecnología	Universidades CRUCH	12.6	De $400 mil a $600 mil	2439528
Universidad de Concepción	Ingeniería Civil	Tecnología	Universidades CRUCH	15.8	De $1 millón 400 mil a $1 millón 600 mil	2878000
Universidad de Concepción	Ingeniería Civil Agrícola	Tecnología	Universidades CRUCH	19.0	s/i	2560000
Universidad de Concepción	Ingeniería Civil Electrónica	Tecnología	Universidades CRUCH	15.8	De $1 millón 400 mil a $1 millón 600 mil	2878000
Universidad de Concepción	Ingeniería Civil Eléctrica	Tecnología	Universidades CRUCH	17.9	s/i	2878000
Universidad de Concepción	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	14.4	De $1 millón 200 mil a $1 millón 400 mil	2878000
Universidad de Concepción	Ingeniería Civil Informática	Tecnología	Universidades CRUCH	19.1	De $1 millón 200 mil a $1 millón 400 mil	2878000
Universidad de Concepción	Ingeniería Civil Mecánica	Tecnología	Universidades CRUCH	15.8	De $1 millón 600 mil a $1 millón 800 mil	2878000
Universidad de Concepción	Ingeniería Civil Metalúrgica	Tecnología	Universidades CRUCH	18.5	Sobre $2 millones	2878000
Universidad de Concepción	Ingeniería Civil Química	Tecnología	Universidades CRUCH	15.0	De $1 millón 400 mil a $1 millón 600 mil	2878000
Universidad de Concepción	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	13.1	De $1 millón a $1 millón 200 mil	2878000
Universidad de Concepción	Ingeniería Forestal	Agropecuaria	Universidades CRUCH	19.7	De $600 mil a $800 mil	2696000
Universidad de Concepción	Ingeniería en Biotecnología y Bioingeniería	Tecnología	Universidades CRUCH	11.6	s/i	3006259
Universidad de Concepción	Kinesiología	Salud	Universidades CRUCH	11.6	s/i	3218000
Universidad de Concepción	Medicina	Salud	Universidades CRUCH	15.1	De $1 millón 800 mil a $2 millones	4439000
Universidad de Concepción	Medicina Veterinaria	Agropecuaria	Universidades CRUCH	16.1	De $600 mil a $800 mil	3286190
Universidad de Concepción	Nutrición y Dietética	Salud	Universidades CRUCH	11.9	De $600 mil a $800 mil	1731000
Universidad de Concepción	Obstetricia y Puericultura	Salud	Universidades CRUCH	11.2	De $600 mil a $800 mil	2171000
Universidad de Concepción	Odontología	Salud	Universidades CRUCH	13.4	De $1 millón 200 mil a $1 millón 400 mil	4439000
Universidad de Concepción	Pedagogía en Artes Plásticas y Educación Musical	Educación	Universidades CRUCH	14.0	De $400 mil a $600 mil	1495000
Universidad de Concepción	Pedagogía en Ciencias Naturales	Educación	Universidades CRUCH	13.2	De $400 mil a $600 mil	1495000
Universidad de Concepción	Pedagogía en Educación Física	Educación	Universidades CRUCH	12.3	De $400 mil a $600 mil	1498177
Universidad de Concepción	Pedagogía en Español	Educación	Universidades CRUCH	12.0	De $400 mil a $600 mil	1495000
Universidad de Concepción	Pedagogía en Filosofía	Educación	Universidades CRUCH	13.1	De $400 mil a $600 mil	1495000
Universidad de Concepción	Pedagogía en Historia y Geografía	Educación	Universidades CRUCH	12.3	De $400 mil a $600 mil	1495000
Universidad de Concepción	Pedagogía en Inglés	Educación	Universidades CRUCH	12.5	De $400 mil a $600 mil	1495000
Universidad de Concepción	Pedagogía en Matemática y Computación y Educación Tecnológica	Educación	Universidades CRUCH	13.7	De $600 mil a $800 mil	1495000
Universidad de Concepción	Periodismo	Ciencias Sociales	Universidades CRUCH	12.6	De $600 mil a $800 mil	2313000
Universidad de Concepción	Psicología	Ciencias Sociales	Universidades CRUCH	12.2	De $600 mil a $800 mil	2420000
Universidad de Concepción	Química y Farmacia	Salud	Universidades CRUCH	16.4	De $1 millón a $1 millón 200 mil	2632000
Universidad de Concepción	Sociología	Ciencias Sociales	Universidades CRUCH	14.0	De $800 mil a $1 millón	2073000
Universidad de Concepción	Tecnología Médica	Salud	Universidades CRUCH	11.4	De $800 mil a $1 millón	3218000
Universidad de Concepción	Trabajo Social	Ciencias Sociales	Universidades CRUCH	12.4	De $600 mil a $800 mil	1696967
Universidad de Concepción	Traducción/Interpretación en Idiomas Extranjeros	Humanidades	Universidades CRUCH	13.5	De $400 mil a $600 mil	2417450
Universidad de La Frontera	Agronomía	Agropecuaria	Universidades CRUCH	14.7	De $800 mil a $1 millón	2252000
Universidad de La Frontera	Contador Público y Contador Auditor	Administración y Comercio	Universidades CRUCH	12.9	De $600 mil a $800 mil	1832000
Universidad de La Frontera	Enfermería	Salud	Universidades CRUCH	10.7	De $1 millón a $1 millón 200 mil	2322000
Universidad de La Frontera	Ingeniería Civil Electrónica	Tecnología	Universidades CRUCH	14.4	De $1 millón 200 mil a $1 millón 400 mil	2273000
Universidad de La Frontera	Ingeniería Civil Industrial Mención	Tecnología	Universidades CRUCH	14.6	De $1 millón 200 mil a $1 millón 400 mil	2273000
Universidad de La Frontera	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	13.8	De $800 mil a $1 millón	2478000
Universidad de La Frontera	Ingeniería Eléctrica	Tecnología	Universidades CRUCH	14.0	De $1 millón a $1 millón 200 mil	1902000
Universidad de La Frontera	Ingeniería Informática	Tecnología	Universidades CRUCH	13.5	De $800 mil a $1 millón	1963000
Universidad de La Frontera	Ingeniería Mecánica	Tecnología	Universidades CRUCH	15.2	De $800 mil a $1 millón	1963000
Universidad de La Frontera	Ingeniería en Alimentos	Tecnología	Universidades CRUCH	14.8	De $600 mil a $800 mil	2026000
Universidad de La Frontera	Ingeniería en Construcción	Tecnología	Universidades CRUCH	14.4	De $800 mil a $1 millón	2026000
Universidad de La Frontera	Kinesiología	Salud	Universidades CRUCH	11.6	De $800 mil a $1 millón	2322000
Universidad de La Frontera	Medicina	Salud	Universidades CRUCH	15.6	Sobre $2 millones	3696000
Universidad de La Frontera	Nutrición y Dietética	Salud	Universidades CRUCH	10.8	De $600 mil a $800 mil	2322000
Universidad de La Frontera	Obstetricia y Puericultura	Salud	Universidades CRUCH	11.2	De $800 mil a $1 millón	2322000
Universidad de La Frontera	Odontología	Salud	Universidades CRUCH	14.0	De $1 millón 400 mil a $1 millón 600 mil	3696000
Universidad de La Frontera	Pedagogía en Castellano y Comunicación	Educación	Universidades CRUCH	11.2	De $400 mil a $600 mil	1452000
Universidad de La Frontera	Pedagogía en Ciencias mención Biología, Química o Física	Educación	Universidades CRUCH	11.5	s/i	1525000
Universidad de La Frontera	Pedagogía en Educación Física, Deportes y Recreación	Educación	Universidades CRUCH	11.3	De $400 mil a $600 mil	1452000
Universidad de La Frontera	Pedagogía en Historia y Geografía y Educación Cívica	Educación	Universidades CRUCH	11.0	De $400 mil a $600 mil	1452000
Universidad de La Frontera	Pedagogía en Matemáticas	Educación	Universidades CRUCH	10.3	s/i	1452000
Universidad de La Frontera	Periodismo	Ciencias Sociales	Universidades CRUCH	16.8	De $600 mil a $800 mil	2052000
Universidad de La Frontera	Psicología	Ciencias Sociales	Universidades CRUCH	11.8	De $600 mil a $800 mil	2178000
Universidad de La Frontera	Sociología	Ciencias Sociales	Universidades CRUCH	12.6	De $600 mil a $800 mil	2052000
Universidad de La Frontera	Tecnología Médica	Salud	Universidades CRUCH	13.1	De $600 mil a $800 mil	2322000
Universidad de La Frontera	Trabajo Social	Ciencias Sociales	Universidades CRUCH	10.9	De $600 mil a $800 mil	1669000
Universidad de La Serena	Aditoría	Administración y Comercio	Universidades CRUCH	s/i	De $800 mil a $1 millón	1649000
Universidad de La Serena	Administración Turística	Administración y Comercio	Universidades CRUCH	s/i	De $400 mil a $600 mil	1549000
Universidad de La Serena	Arquitectura	Arte y Arquitectura	Universidades CRUCH	19.5	s/i	2367000
Universidad de La Serena	Diseño con Mencion	Arte y Arquitectura	Universidades CRUCH	s/i	s/i	2096000
Universidad de La Serena	Educación Parvularia	Educación	Universidades CRUCH	10.4	De $400 mil a $600 mil	1554000
Universidad de La Serena	Enfermería	Salud	Universidades CRUCH	16.1	De $800 mil a $1 millón	2196000
Universidad de La Serena	Ingeniería Agronómica	Agropecuaria	Universidades CRUCH	20.0	s/i	2317000
Universidad de La Serena	Ingeniería Civil	Tecnología	Universidades CRUCH	19.4	De $1 millón 200 mil a $1 millón 400 mil	2367000
Universidad de La Serena	Ingeniería Civil Ambiental	Tecnología	Universidades CRUCH	s/i	s/i	2367000
Universidad de La Serena	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	17.7	De $1 millón a $1 millón 200 mil	2367000
Universidad de La Serena	Ingeniería Civil Mecánica	Tecnología	Universidades CRUCH	16.7	s/i	2367000
Universidad de La Serena	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	17.7	De $800 mil a $1 millón	2367000
Universidad de La Serena	Ingeniería de Ejecución en Mecánica	Tecnología	Universidades CRUCH	13.4	s/i	2367000
Universidad de La Serena	Ingeniería de Ejecución en Minas y Metalurgia	Tecnología	Universidades CRUCH	s/i	s/i	2367000
Universidad de La Serena	Ingeniería en Construcción	Tecnología	Universidades CRUCH	16.2	De $800 mil a $1 millón	2317000
Universidad de La Serena	Pedagogía en Biología, Química y Ciencias Naturales	Educación	Universidades CRUCH	13.0	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Castellano y Filosofía	Educación	Universidades CRUCH	10.7	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Eduación Musical	Educación	Universidades CRUCH	s/i	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Educación Diferencial	Educación	Universidades CRUCH	10.9	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Educación General Básica	Educación	Universidades CRUCH	9.4	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Historia y Geografía	Educación	Universidades CRUCH	12.2	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Inglés	Educación	Universidades CRUCH	13.5	De $400 mil a $600 mil	1549000
Universidad de La Serena	Pedagogía en Matemática, Física y Computación	Educación	Universidades CRUCH	13.8	De $400 mil a $600 mil	1549000
Universidad de La Serena	Periodismo	Ciencias Sociales	Universidades CRUCH	14.5	De $600 mil a $800 mil	2317000
Universidad de La Serena	Psicología	Ciencias Sociales	Universidades CRUCH	12.7	De $600 mil a $800 mil	2337000
Universidad de La Serena	Químico Laboratorista	Tecnología	Universidades CRUCH	15.5	s/i	2096000
Universidad de Las Américas	Agronomía	Agropecuaria	Universidades Privadas	16.7	De $600 mil a $800 mil	2698000
Universidad de Las Américas	Arquitectura	Arte y Arquitectura	Universidades Privadas	15.6	De $800 mil a $1 millón	2652889
Universidad de Las Américas	Construcción Civil	Tecnología	Universidades Privadas	s/i	De $800 mil a $1 millón	2545682
Universidad de Las Américas	Contador Auditor Executive	Administración y Comercio	Universidades Privadas	11.5	De $800 mil a $1 millón	1640918
Universidad de Las Américas	Derecho	Derecho	Universidades Privadas	15.8	s/i	2635405
Universidad de Las Américas	Educación Parvularia	Educación	Universidades Privadas	10.3	De $400 mil a $600 mil	1755600
Universidad de Las Américas	Ingeniería Ambiental	Tecnología	Universidades Privadas	11.8	s/i	2314611
Universidad de Las Américas	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	16.0	De $1 millón 200 mil a $1 millón 400 mil	2569705
Universidad de Las Américas	Ingeniería Comercial Executive	Ciencias Sociales	Universidades Privadas	12.2	De $1 millón a $1 millón 200 mil	2462465
Universidad de Las Américas	Ingeniería de Ejecución Industrial	Tecnología	Universidades Privadas	10.8	De $800 mil a $1 millón	1940059
Universidad de Las Américas	Ingeniería de Ejecución en Administración de Empresas Executive	Administración y Comercio	Universidades Privadas	12.0	De $800 mil a $1 millón	1896775
Universidad de Las Américas	Ingeniería de Ejecución en Informática	Tecnología	Universidades Privadas	12.1	De $1 millón a $1 millón 200 mil	1842260
Universidad de Las Américas	Ingeniería en Sonido	Tecnología	Universidades Privadas	15.6	s/i	2080500
Universidad de Las Américas	Kinesiología	Salud	Universidades Privadas	12.1	s/i	3055345
Universidad de Las Américas	Medicina Veterinaria	Agropecuaria	Universidades Privadas	15.2	De $600 mil a $800 mil	2758156
Universidad de Las Américas	Pedagogía en Educación Básica	Educación	Universidades Privadas	10.1	De $400 mil a $600 mil	1766543
Universidad de Las Américas	Pedagogía en Educación Física	Educación	Universidades Privadas	11.9	De $400 mil a $600 mil	2367806
Universidad de Las Américas	Pedagogía en Historia, Geografía y Educación Cívica	Educación	Universidades Privadas	9.9	s/i	2070321
Universidad de Las Américas	Pedagogía en Inglés	Educación	Universidades Privadas	10.8	s/i	2016527
Universidad de Las Américas	Pedagogía en Lengua Castellana y Literatura	Educación	Universidades Privadas	10.1	s/i	2221820
Universidad de Las Américas	Periodismo	Ciencias Sociales	Universidades Privadas	15.0	De $400 mil a $600 mil	2203106
Universidad de Las Américas	Psicología	Ciencias Sociales	Universidades Privadas	13.6	De $600 mil a $800 mil	2672600
Universidad de Las Américas	Psicopedagogía	Ciencias Sociales	Universidades Privadas	12.3	s/i	1772309
Universidad de Las Américas	Publicidad	Ciencias Sociales	Universidades Privadas	12.3	De $400 mil a $600 mil	2106532
Universidad de Las Américas	Relaciones Públicas	Ciencias Sociales	Universidades Privadas	9.6	De $600 mil a $800 mil	1919296
Universidad de Las Américas	Traducción e Intérprete en Inglés	Humanidades	Universidades Privadas	10.7	s/i	2255379
Universidad de Las Américas	Técnico de Nivel Superior en Actividad Física y Deportes	Educación	Universidades Privadas	6.9	s/i	1293536
Universidad de Las Américas	Técnico de Nivel Superior en Administración de Empresas	Administración y Comercio	Universidades Privadas	6.7	De $600 mil a $800 mil	1217842
Universidad de Las Américas	Técnico en Computación	Tecnología	Universidades Privadas	7.3	De $400 mil a $600 mil	1259040
Universidad de Los Andes	Administración de Servicios	Administración y Comercio	Universidades Privadas	10.4	De $800 mil a $1 millón	4002408
Universidad de Los Andes	Derecho	Derecho	Universidades Privadas	13.2	De $1 millón 400 mil a $1 millón 600 mil	4002408
Universidad de Los Andes	Educación de Párvulos	Educación	Universidades Privadas	10.1	s/i	3112984
Universidad de Los Andes	Enfermería	Salud	Universidades Privadas	13.8	De $1 millón a $1 millón 200 mil	3201926
Universidad de Los Andes	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	17.0	Sobre $2 millones	4002408
Universidad de Los Andes	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	12.6	De $1 millón 600 mil a $1 millón 800 mil	4224048
Universidad de Los Andes	Medicina	Salud	Universidades Privadas	14.4	De $1 millón 400 mil a $1 millón 600 mil	5558900
Universidad de Los Andes	Odontología	Salud	Universidades Privadas	14.9	De $1 millón 200 mil a $1 millón 400 mil	5981376
Universidad de Los Andes	Pedagogía Básica	Educación	Universidades Privadas	12.5	De $600 mil a $800 mil	3112984
Universidad de Los Andes	Periodismo	Ciencias Sociales	Universidades Privadas	13.5	De $800 mil a $1 millón	3891230
Universidad de Los Andes	Psicología	Ciencias Sociales	Universidades Privadas	14.5	De $800 mil a $1 millón	4002408
Universidad de Los Lagos	Ciencias Políticas y Administrativas	Ciencias Sociales	Universidades CRUCH	14.7	De $800 mil a $1 millón	1817000
Universidad de Los Lagos	Contabilidad General	Administración y Comercio	Universidades CRUCH	s/i	s/i	914965
Universidad de Los Lagos	Contador Público Auditor	Administración y Comercio	Universidades CRUCH	16.7	De $600 mil a $800 mil	1387035
Universidad de Los Lagos	Educación Diferencial con Especialidad en Problemas de Aprendizaje	Educación	Universidades CRUCH	11.2	De $400 mil a $600 mil	1428000
